growing_period,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
6.25,DZA,Algeria,DZA.6_1,Batna,Province
7.666666667,DZA,Algeria,DZA.34_1,Oum el Bouaghi,Province
5.333333333,DZA,Algeria,DZA.42_1,Tébessa,Province
6.333333333,TUN,Tunisia,TUN.9_1,Kassérine,Governorate
6.5,TUN,Tunisia,TUN.8_1,Kairouan,Governorate
5,TUN,Tunisia,TUN.20_1,Sousse,Governorate
5,TUN,Tunisia,TUN.15_1,Monastir,Governorate
6.5,SYR,Syria,SYR.8_1,Hamah,Province
2.5,SYR,Syria,SYR.7_1,Dayr Az Zawr,Province
6,IRQ,Iraq,IRQ.8_1,At-Ta'mim,Province
3.666666667,IRN,Iran,IRN.28_1,Tehran,Province
4,AFG,Afghanistan,AFG.2_1,Badghis,Province
3,AFG,Afghanistan,AFG.27_1,Panjshir,Province
4,AFG,Afghanistan,AFG.24_1,Nuristan,Province
9.5,KOR,South Korea,KOR.13_1,Jeollabuk-do,Province
9.5,KOR,South Korea,KOR.10_1,Gyeongsangnam-do,Province
10.5,JPN,Japan,JPN.22_1,Kyoto,Urban Prefecture
8.5,JPN,Japan,JPN.47_1,Yamanashi,Prefecture
11,JPN,Japan,JPN.41_1,Tokyo,Metropolis
13,JPN,Japan,JPN.4_1,Chiba,Prefecture
3.375,MAR,Morocco,MAR.10_1,Oriental,Region
6,DZA,Algeria,DZA.3_1,Aïn Témouchent,Province
5.666666667,DZA,Algeria,DZA.38_1,Sidi Bel Abbès,Province
6,DZA,Algeria,DZA.27_1,Mascara,Province
6.333333333,DZA,Algeria,DZA.43_1,Tiaret,Province
4,DZA,Algeria,DZA.9_1,Biskra,Province
5,DZA,Algeria,DZA.24_1,Khenchela,Province
4.333333333,TUN,Tunisia,TUN.18_1,Sidi Bou Zid,Governorate
5,TUN,Tunisia,TUN.12_1,Mahdia,Governorate
3.4,TUN,Tunisia,TUN.17_1,Sfax,Governorate
8.4,GRC,Greece,GRC.4_1,Crete,Decentralized administration
6,XNC,Northern Cyprus,XNC.2_1,Girne,District
6,XNC,Northern Cyprus,XNC.1_1,Gazimağusa,District
3.105263158,SYR,Syria,SYR.9_1,Hims,Province
4.5,IRQ,Iraq,IRQ.17_1,Sala ad-Din,Province
4.285714286,IRN,Iran,IRN.10_1,Hamadan,Province
4.090909091,IRN,Iran,IRN.19_1,Markazi,Province
3.772727273,AFG,Afghanistan,AFG.12_1,Hirat,Province
3.285714286,AFG,Afghanistan,AFG.5_1,Bamyan,Province
4,AFG,Afghanistan,AFG.28_1,Parwan,Province
4.5,AFG,Afghanistan,AFG.18_1,Kunar,Province
5.707317073,IND,India,IND.14_1,Jammu and Kashmir,State
9.666666667,KOR,South Korea,KOR.14_1,Jeollanam-do,Province
11,KOR,South Korea,KOR.1_1,Busan,Metropolitan City
10,JPN,Japan,JPN.42_1,Tottori,Prefecture
10.66666667,JPN,Japan,JPN.31_1,Okayama,Prefecture
11.33333333,JPN,Japan,JPN.13_1,Hyōgo,Prefecture
11,JPN,Japan,JPN.36_1,Shiga,Prefecture
11,JPN,Japan,JPN.1_1,Aichi,Prefecture
11.75,JPN,Japan,JPN.38_1,Shizuoka,Prefecture
13.21276596,USA,United States,USA.25_1,Mississippi,State
13.55769231,USA,United States,USA.1_1,Alabama,State
13.57627119,USA,United States,USA.11_1,Georgia,State
13.7,USA,United States,USA.41_1,South Carolina,State
8,MAR,Morocco,MAR.4_1,Gharb - Chrarda - Béni Hssen,Region
7.111111111,MAR,Morocco,MAR.15_1,Taza - Al Hoceima - Taounate,Region
5.5,DZA,Algeria,DZA.48_1,Tlemcen,Province
6,DZA,Algeria,DZA.36_1,Saïda,Province
6.5,CYP,Cyprus,CYP.3_1,Limassol,District
1.363636364,IRQ,Iraq,IRQ.1_1,Al-Anbar,Province
5,IRN,Iran,IRN.14_1,Kermanshah,Province
4,IRN,Iran,IRN.23_1,Qom,Province
1.456521739,IRN,Iran,IRN.30_1,Yazd,Province
3.916666667,AFG,Afghanistan,AFG.10_1,Ghor,Province
3.5,AFG,Afghanistan,AFG.33_1,Wardak,Province
4,AFG,Afghanistan,AFG.14_1,Kabul,Province
4,AFG,Afghanistan,AFG.16_1,Kapisa,Province
5,AFG,Afghanistan,AFG.20_1,Laghman,Province
5.909090909,PAK,Pakistan,PAK.3_1,F.A.T.A.,Territory
9,PAK,Pakistan,PAK.1_1,Azad Kashmir,Centrally Administered Area
10.6,CHN,China,CHN.15_1,Jiangsu,Province
10.75,JPN,Japan,JPN.11_1,Hiroshima,Prefecture
11,JPN,Japan,JPN.23_1,Mie,Prefecture
6,MAR,Morocco,MAR.3_1,Fès - Boulemane,Region
1.821428571,DZA,Algeria,DZA.17_1,El Bayadh,Province
3.111111111,DZA,Algeria,DZA.25_1,Laghouat,Province
1.5,DZA,Algeria,DZA.18_1,El Oued,Province
3,TUN,Tunisia,TUN.6_1,Gafsa,Governorate
8,LBN,Lebanon,LBN.7_1,North,Governorate
5,LBN,Lebanon,LBN.2_1,Baalbak - Hermel,Governorate
4,IRQ,Iraq,IRQ.13_1,Diyala,Province
5.2,IRN,Iran,IRN.18_1,Lorestan,Province
2.326086957,IRN,Iran,IRN.6_1,Esfahan,Province
3.857142857,AFG,Afghanistan,AFG.6_1,Daykundi,Province
4,AFG,Afghanistan,AFG.21_1,Logar,Province
4,AFG,Afghanistan,AFG.26_1,Paktya,Province
6,AFG,Afghanistan,AFG.22_1,Nangarhar,Province
9.483870968,CHN,China,CHN.26_1,Sichuan,Province
11.09615385,CHN,China,CHN.1_1,Anhui,Province
12.2,JPN,Japan,JPN.27_1,Naoasaki,Prefecture
11,JPN,Japan,JPN.46_1,Yamaguchi,Prefecture
12,JPN,Japan,JPN.17_1,Kagawa,Prefecture
12,JPN,Japan,JPN.44_1,Wakayama,Prefecture
10,JPN,Japan,JPN.28_1,Nara,Prefecture
6.857142857,MAR,Morocco,MAR.1_1,Chaouia - Ouardigha,Region
8,MAR,Morocco,MAR.11_1,Rabat - Salé - Zemmour - Zaer,Region
4.347826087,MAR,Morocco,MAR.9_1,Meknès - Tafilalet,Region
1.9,DZA,Algeria,DZA.31_1,Naâma,Province
1,DZA,Algeria,DZA.33_1,Ouargla,Province
1,TUN,Tunisia,TUN.22_1,Tozeur,Governorate
1,TUN,Tunisia,TUN.10_1,Kebili,Governorate
1,TUN,Tunisia,TUN.5_1,Gabès,Governorate
1,TUN,Tunisia,TUN.14_1,Médenine,Governorate
8,LBN,Lebanon,LBN.5_1,Mount Lebanon,Governorate
3.166666667,SYR,Syria,SYR.13_1,Rif Dimashq,Province
5.571428571,IRN,Iran,IRN.12_1,Ilam,Province
2.225806452,IRN,Iran,IRN.27_1,South Khorasan,Province
3.857142857,AFG,Afghanistan,AFG.9_1,Ghazni,Province
3.222222222,PAK,Pakistan,PAK.7_1,Punjab,Province
11.5,JPN,Japan,JPN.7_1,Fukuoka,Prefecture
12,JPN,Japan,JPN.5_1,Ehime,Prefecture
10.5,JPN,Japan,JPN.20_1,Kochi,Prefecture
11,JPN,Japan,JPN.40_1,Tokushima,Prefecture
5.833333333,MAR,Morocco,MAR.2_1,Doukkala - Abda,Region
8,LBN,Lebanon,LBN.8_1,South,Governorate
7,ISR,Israel,ISR.1_1,Golan,District
5.5,SYR,Syria,SYR.6_1,Dar`a,Province
1.25,JOR,Jordan,JOR.10_1,Mafraq,Province
2,IRQ,Iraq,IRQ.10_1,Baghdad,Province
2.285714286,IRQ,Iraq,IRQ.18_1,Wasit,Province
2.95,AFG,Afghanistan,AFG.7_1,Farah,Province
2,AFG,Afghanistan,AFG.11_1,Hilmand,Province
3.5,AFG,Afghanistan,AFG.32_1,Uruzgan,Province
4,AFG,Afghanistan,AFG.25_1,Paktika,Province
5,AFG,Afghanistan,AFG.17_1,Khost,Province
13,KOR,South Korea,KOR.12_1,Jeju,Province
12,JPN,Japan,JPN.34_1,Saga,Prefecture
10,JPN,Japan,JPN.30_1,Oita,Prefecture
13.70833333,USA,United States,USA.19_1,Louisiana,State
1,PRT,Portugal,PRT.13_1,Madeira,'Autonomous Region'
1,DZA,Algeria,DZA.20_1,Ghardaïa,Province
1,TUN,Tunisia,TUN.21_1,Tataouine,Governorate
2.5,LBY,Libya,LBY.10_1,An Nuqat al Khams,District
2.5,LBY,Libya,LBY.11_1,Az Zawiyah,District
4,LBY,Libya,LBY.20_1,Tripoli,District
5.666666667,LBY,Libya,LBY.7_1,Al Marj,District
5,LBY,Libya,LBY.2_1,Al Jabal al Akhdar,District
4.428571429,LBY,Libya,LBY.13_1,Darnah,District
7,ISR,Israel,ISR.5_1,HaZafon,District
2.5,SYR,Syria,SYR.4_1,As Suwayda',Province
1,IRQ,Iraq,IRQ.9_1,Babil,Province
3.25,IRQ,Iraq,IRQ.15_1,Maysan,Province
4.518518519,IRN,Iran,IRN.15_1,Khuzestan,Province
3.5,AFG,Afghanistan,AFG.34_1,Zabul,Province
7.95,IND,India,IND.13_1,Himachal Pradesh,Union Territory
11.52054795,CHN,China,CHN.13_1,Hubei,Province
11.5,JPN,Japan,JPN.21_1,Kumamoto,Prefecture
12,JPN,Japan,JPN.25_1,Miyazaki,Prefecture
1.857142857,MEX,Mexico,MEX.3_1,Baja California,State
2.450704225,MEX,Mexico,MEX.26_1,Sonora,State
5.090909091,MAR,Morocco,MAR.8_1,Marrakech - Tensift - Al Haouz,Region
5.666666667,MAR,Morocco,MAR.13_1,Tadla - Azilal,Region
1,DZA,Algeria,DZA.7_1,Béchar,Province
1,LBY,Libya,LBY.17_1,Nalut,District
1,LBY,Libya,LBY.4_1,Al Jifarah,District
3.333333333,LBY,Libya,LBY.8_1,Al Marqab,District
2.333333333,LBY,Libya,LBY.15_1,Misratah,District
4.428571429,LBY,Libya,LBY.12_1,Benghazi,District
7,PSE,Palestina,PSE.2_1,West Bank,District
7,JOR,Jordan,JOR.1_1,Ajlun,Province
1,IRQ,Iraq,IRQ.14_1,Karbala',Province
1,IRQ,Iraq,IRQ.5_1,An-Najaf,Province
1,IRQ,Iraq,IRQ.4_1,Al-Qadisiyah,Province
4,IRN,Iran,IRN.4_1,Chahar Mahall and Bakhtiari,Province
2.391304348,AFG,Afghanistan,AFG.15_1,Kandahar,Province
2.813186813,MEX,Mexico,MEX.6_1,Chihuahua,State
2.678571429,MAR,Morocco,MAR.12_1,Souss - Massa - Draâ,Region
1,LBY,Libya,LBY.3_1,Al Jabal al Gharbi,District
1.0625,LBY,Libya,LBY.1_1,Al Butnan,District
3,ISR,Israel,ISR.2_1,HaDarom,District
5,JOR,Jordan,JOR.9_1,Madaba,Province
4,JOR,Jordan,JOR.2_1,Amman,Province
1,JOR,Jordan,JOR.12_1,Zarqa,Province
1,SAU,Saudi Arabia,SAU.3_1,Al Hudud ash Shamaliyah,Region
1,IRQ,Iraq,IRQ.11_1,Dhi-Qar,Province
1.746478873,IRN,Iran,IRN.13_1,Kerman,Province
1.125,AFG,Afghanistan,AFG.23_1,Nimroz,Province
1.39516129,PAK,Pakistan,PAK.2_1,Baluchistan,Province
5.235294118,IND,India,IND.28_1,Punjab,State
13.12903226,CHN,China,CHN.3_1,Chongqing,Municipality
11.66666667,CHN,China,CHN.24_1,Shanghai,Municipality
14.66666667,JPN,Japan,JPN.18_1,Kagoshima,Prefecture
1,DZA,Algeria,DZA.1_1,Adrar,Province
1.307692308,LBY,Libya,LBY.19_1,Surt,District
1,EGY,Egypt,EGY.24_1,Matrouh,Governorate
1.6,EGY,Egypt,EGY.3_1,Al Buhayrah,Governorate
1,EGY,Egypt,EGY.23_1,Kafr ash Shaykh,Governorate
1,EGY,Egypt,EGY.21_1,Dumyat,Governorate
1,EGY,Egypt,EGY.20_1,Bur Sa`id,Governorate
1.3,EGY,Egypt,EGY.26_1,Shamal Sina',Governorate
5,JOR,Jordan,JOR.7_1,Karak,Province
1.25,JOR,Jordan,JOR.8_1,Ma`an,Province
1,SAU,Saudi Arabia,SAU.4_1,Al Jawf,Region
1,IRQ,Iraq,IRQ.3_1,Al-Muthannia,Province
3.8,IRN,Iran,IRN.16_1,Kohgiluyeh and Buyer Ahmad,Province
3.617021277,IRN,Iran,IRN.7_1,Fars,Province
1.016129032,IRN,Iran,IRN.26_1,Sistan and Baluchestan,Province
8.45,IND,India,IND.35_1,Uttarakhand,State
12.11320755,USA,United States,USA.10_1,Florida,State
1.154929577,LBY,Libya,LBY.9_1,Al Wahat,District
1,EGY,Egypt,EGY.6_1,Al Iskandariyah,Governorate
1,EGY,Egypt,EGY.1_1,Ad Daqahliyah,Governorate
1,EGY,Egypt,EGY.16_1,Ash Sharqiyah,Governorate
1,EGY,Egypt,EGY.7_1,Al Isma`iliyah,Governorate
3,JOR,Jordan,JOR.11_1,Tafilah,Province
1.142857143,IRQ,Iraq,IRQ.2_1,Al-Basrah,Province
6,IND,India,IND.6_1,Chandigarh,Union Territory
12.91891892,CHN,China,CHN.31_1,Zhejiang,Province
1,MAR,Morocco,MAR.6_1,Guelmim - Es-Semara,Region
1,DZA,Algeria,DZA.22_1,Illizi,Province
1,EGY,Egypt,EGY.8_1,Al Jizah,Governorate
1,EGY,Egypt,EGY.12_1,Al Qalyubiyah,Governorate
1,EGY,Egypt,EGY.15_1,As Suways,Governorate
1,JOR,Jordan,JOR.3_1,Aqaba,Province
4.733333333,IND,India,IND.12_1,Haryana,State
6.351648352,IND,India,IND.34_1,Uttar Pradesh,State
7.857142857,NPL,Nepal,NPL.4_1,Mid-Western,Development Region
1.017857143,MEX,Mexico,MEX.7_1,Coahuila,State
1,EGY,Egypt,EGY.22_1,Janub Sina',Governorate
1,KWT,Kuwait,KWT.3_1,Al Jahrah,Province
3.857142857,IRN,Iran,IRN.3_1,Bushehr,Province
3.5234375,IND,India,IND.29_1,Rajasthan,State
9.166666667,NPL,Nepal,NPL.3_1,Far-Western,Development Region
13.09722222,CHN,China,CHN.14_1,Hunan,Province
13.73015873,CHN,China,CHN.16_1,Jiangxi,Province
1,DZA,Algeria,DZA.44_1,Tindouf,Province
1,DZA,Algeria,DZA.41_1,Tamanghasset,Province
1,LBY,Libya,LBY.22_1,Wadi ash Shati',District
1,LBY,Libya,LBY.5_1,Al Jufrah,District
1,EGY,Egypt,EGY.4_1,Al Fayyum,Governorate
11.32258065,IND,India,IND.3_1,Arunachal Pradesh,State
6,ESP,Spain,ESP.14_1,Islas Canarias,Autonomous Community
1,EGY,Egypt,EGY.10_1,Al Minya,Governorate
1,EGY,Egypt,EGY.19_1,Bani Suwayf,Governorate
1,EGY,Egypt,EGY.2_1,Al Bahr al Ahmar,Governorate
1,SAU,Saudi Arabia,SAU.13_1,Tabuk,Region
1,SAU,Saudi Arabia,SAU.9_1,Ha'il,Region
1,SAU,Saudi Arabia,SAU.8_1,Ash Sharqiyah,Region
1,KWT,Kuwait,KWT.1_1,Al Ahmadi,Province
1.666666667,IRN,Iran,IRN.11_1,Hormozgan,Province
5,IND,India,IND.25_1,NCT of Delhi,Union Territory
8.8,NPL,Nepal,NPL.5_1,West,Development Region
10.63043478,CHN,China,CHN.30_1,Yunnan,Province
12.72307692,CHN,China,CHN.8_1,Guizhou,Province
1.24,PAK,Pakistan,PAK.8_1,Sind,Province
8.8,NPL,Nepal,NPL.1_1,Central,Development Region
11.21212121,MMR,Myanmar,MMR.4_1,Kachin,State
14.6,CHN,China,CHN.4_1,Fujian,Province
1.346153846,MEX,Mexico,MEX.2_1,Baja California Sur,State
1,MAR,Morocco,MAR.7_1,Laâyoune - Boujdour - Sakia El Hamra,Region
1,LBY,Libya,LBY.18_1,Sabha,District
1,EGY,Egypt,EGY.18_1,Asyut,Governorate
9.363636364,NPL,Nepal,NPL.2_1,East,Development Region
8,IND,India,IND.30_1,Sikkim,State
5,BTN,Bhutan,BTN.14_1,Thimphu,District
8,BTN,Bhutan,BTN.10_1,Punakha,District
11,BTN,Bhutan,BTN.18_1,Wangduephodrang,District
8,BTN,Bhutan,BTN.1_1,Bumthang,District
10,BTN,Bhutan,BTN.6_1,Lhuentse,District
11.93103448,IND,India,IND.4_1,Assam,State
2.652173913,MEX,Mexico,MEX.19_1,Nuevo León,State
3.714285714,MEX,Mexico,MEX.28_1,Tamaulipas,State
1,ESH,Western Sahara,ESH.3_1,Laayoune,Province
1,ESH,Western Sahara,ESH.2_1,Es Semara,Province
1,LBY,Libya,LBY.14_1,Ghat,District
1,LBY,Libya,LBY.21_1,Wadi al Hayat,District
1,EGY,Egypt,EGY.14_1,Al Wadi al Jadid,Governorate
1,SAU,Saudi Arabia,SAU.5_1,Al Madinah,Region
1,SAU,Saudi Arabia,SAU.6_1,Al Quassim,Region
1,SAU,Saudi Arabia,SAU.7_1,Ar Riyad,Region
7.848484848,IND,India,IND.5_1,Bihar,State
10,BTN,Bhutan,BTN.5_1,Haa,District
10,BTN,Bhutan,BTN.3_1,Dagana,District
12,BTN,Bhutan,BTN.20_1,Zhemgang,District
12,BTN,Bhutan,BTN.7_1,Monggar,District
12,BTN,Bhutan,BTN.15_1,Trashigang,District
11.11111111,MMR,Myanmar,MMR.12_1,Sagaing,Division
5.80952381,MEX,Mexico,MEX.25_1,Sinaloa,State
4.744186047,MEX,Mexico,MEX.10_1,Durango,State
1,MRT,Mauritania,MRT.12_1,Tiris Zemmour,Region
1,LBY,Libya,LBY.16_1,Murzuq,District
1,LBY,Libya,LBY.6_1,Al Kufrah,District
1,EGY,Egypt,EGY.27_1,Suhaj,Governorate
6.08490566,IND,India,IND.19_1,Madhya Pradesh,State
8.733333333,IND,India,IND.36_1,West Bengal,State
12.33333333,IND,India,IND.24_1,Nagaland,State
16,JPN,Japan,JPN.32_1,Okinawa,Prefecture
1,ESH,Western Sahara,ESH.1_1,Boujdour,Province
1,EGY,Egypt,EGY.25_1,Qina,Governorate
10,BGD,Bangladesh,BGD.6_1,Rangpur,Division
14.11764706,CHN,China,CHN.7_1,Guangxi,Autonomous Region
0,BHS,Bahamas,BHS.3_1,Biminis,District
1,QAT,Qatar,QAT.3_1,Al Khor,Municipality
1,OMN,Oman,OMN.10_1,Musandam,Province
11.77777778,IND,India,IND.22_1,Meghalaya,State
1,EGY,Egypt,EGY.17_1,Aswan,Governorate
1,QAT,Qatar,QAT.5_1,Ar Rayyan,Municipality
1,ARE,United Arab Emirates,ARE.6_1,Sharjah,Emirate
7.774193548,IND,India,IND.15_1,Jharkhand,State
12.125,IND,India,IND.21_1,Manipur,State
14.26666667,CHN,China,CHN.6_1,Guangdong,Province
3.2,MEX,Mexico,MEX.32_1,Zacatecas,State
11,BHS,Bahamas,BHS.23_1,North Andros,District
11,BHS,Bahamas,BHS.30_1,South Eleuthera,District
1.101694915,MLI,Mali,MLI.9_1,Timbuktu,Region
1,QAT,Qatar,QAT.4_1,Al Wakrah,Municipality
1,ARE,United Arab Emirates,ARE.1_1,Abu Dhabi,Emirate
1,ARE,United Arab Emirates,ARE.3_1,Dubai,Emirate
1,OMN,Oman,OMN.2_1,Al Batinah North,Region
9.571428571,BGD,Bangladesh,BGD.5_1,Rajshahi,Division
10.75,BGD,Bangladesh,BGD.3_1,Dhaka,Division
11.2,BGD,Bangladesh,BGD.7_1,Sylhet,Division
15.125,TWN,Taiwan,TWN.7_1,Taiwan,Province
3.681818182,MEX,Mexico,MEX.24_1,San Luis Potosí,State
11,BHS,Bahamas,BHS.18_1,Mangrove Cay,District
1,ESH,Western Sahara,ESH.4_1,Oued el Dahab,Province
1,OMN,Oman,OMN.4_1,Al Buraymi,Region
4.848484848,IND,India,IND.11_1,Gujarat,State
11.4,IND,India,IND.33_1,Tripura,State
11.71428571,IND,India,IND.23_1,Mizoram,State
15.5,TWN,Taiwan,TWN.4_1,Taichung,Special Municipality
11,BHS,Bahamas,BHS.29_1,South Andros,District
1,MRT,Mauritania,MRT.1_1,Adrar,Region
1,OMN,Oman,OMN.5_1,Al Dhahira,Region
1,OMN,Oman,OMN.3_1,Al Batinah South,Region
7.041666667,IND,India,IND.7_1,Chhattisgarh,State
9.444444444,BGD,Bangladesh,BGD.4_1,Khulna,Division
11,BGD,Bangladesh,BGD.2_1,Chittagong,Division
11.25,MMR,Myanmar,MMR.3_1,Chin,State
10.60377358,MMR,Myanmar,MMR.13_1,Shan,State
1.009345794,NER,Niger,NER.1_1,Agadez,Department
1,TCD,Chad,TCD.21_1,Tibesti,Region
1,SAU,Saudi Arabia,SAU.11_1,Makkah,Region
1,OMN,Oman,OMN.1_1,Ad Dakhliyah,Region
1,OMN,Oman,OMN.11_1,Muscat,Province
12,VNM,Vietnam,VNM.26_1,Hà Giang,Province
11,TWN,Taiwan,TWN.5_1,Tainan,Special Municipality
12,TWN,Taiwan,TWN.2_1,Kaohsiung,Special Municipality
7,MEX,Mexico,MEX.18_1,Nayarit,State
12.25,CUB,Cuba,CUB.13_1,Pinar del Río,Province
11,CUB,Cuba,CUB.9_1,La Habana,Province
9.5,CUB,Cuba,CUB.12_1,Mayabeque,Province
9.5,CUB,Cuba,CUB.11_1,Matanzas,Province
10.66666667,CUB,Cuba,CUB.16_1,Villa Clara,Province
11,BHS,Bahamas,BHS.10_1,Crooked Island,District
1,SDN,Sudan,SDN.11_1,Red Sea,State
1,OMN,Oman,OMN.7_1,Ash Sharqiyah North,Region
1,OMN,Oman,OMN.8_1,Ash Sharqiyah South,Region
10.66666667,BGD,Bangladesh,BGD.1_1,Barisal,Division
12,VNM,Vietnam,VNM.38_1,Lào Cai,Province
13,VNM,Vietnam,VNM.14_1,Cao Bằng,Province
6.964285714,MEX,Mexico,MEX.14_1,Jalisco,State
5.333333333,MEX,Mexico,MEX.1_1,Aguascalientes,State
11.70833333,MEX,Mexico,MEX.30_1,Veracruz,State
9.5,CUB,Cuba,CUB.3_1,Cienfuegos,Province
10,CUB,Cuba,CUB.14_1,Sancti Spíritus,Province
9.666666667,CUB,Cuba,CUB.2_1,Ciego de Ávila,Province
1.349206349,MRT,Mauritania,MRT.7_1,Hodh ech Chargui,Region
7.660377358,IND,India,IND.26_1,Odisha,State
10,MMR,Myanmar,MMR.8_1,Mandalay,Division
11.25,LAO,Laos,LAO.10_1,Phôngsali,Province
11.75,VNM,Vietnam,VNM.20_1,Điện Biên,Province
12,VNM,Vietnam,VNM.36_1,Lai Châu,Province
11.5,VNM,Vietnam,VNM.60_1,Tuyên Quang,Province
12,VNM,Vietnam,VNM.4_1,Bắc Kạn,Province
13,VNM,Vietnam,VNM.35_1,Lạng Sơn,Province
14,HKG,Hong Kong,HKG.2_1,Eastern,District
6,MEX,Mexico,MEX.11_1,Guanajuato,State
12,CUB,Cuba,CUB.8_1,Isla de la Juventud,Province
10.2,CUB,Cuba,CUB.1_1,Camagüey,Province
11,TCA,Turks and Caicos Islands,TCA.2_1,Middle Caicos,District
1.023255814,TCD,Chad,TCD.3_1,Borkou,Region
1,SDN,Sudan,SDN.10_1,Northern,State
1,SDN,Sudan,SDN.12_1,River Nile,State
1,OMN,Oman,OMN.6_1,Al Wusta,Region
6.417475728,IND,India,IND.20_1,Maharashtra,State
10,MMR,Myanmar,MMR.7_1,Magway,Division
11.66666667,VNM,Vietnam,VNM.52_1,Sơn La,Province
11.5,VNM,Vietnam,VNM.63_1,Yên Bái,Province
12,VNM,Vietnam,VNM.56_1,Thái Nguyên,Province
6.75,MEX,Mexico,MEX.22_1,Querétaro,State
8.625,MEX,Mexico,MEX.13_1,Hidalgo,State
8.923076923,MEX,Mexico,MEX.31_1,Yucatán,State
10.66666667,MEX,Mexico,MEX.23_1,Quintana Roo,State
9.25,CUB,Cuba,CUB.10_1,Las Tunas,Province
1,MRT,Mauritania,MRT.4_1,Dakhlet Nouadhibou,Region
1,MLI,Mali,MLI.4_1,Kidal,Region
10.08333333,MMR,Myanmar,MMR.11_1,Rakhine,State
11,LAO,Laos,LAO.7_1,Louang Namtha,Province
11,VNM,Vietnam,VNM.44_1,Phú Thọ,Province
11.5,VNM,Vietnam,VNM.27_1,Hà Nội,City
13.5,VNM,Vietnam,VNM.3_1,Bắc Giang,Province
14,VNM,Vietnam,VNM.49_1,Quảng Ninh,Province
15,USA,United States,USA.12_1,Hawaii,State
8.583333333,MEX,Mexico,MEX.21_1,Puebla,State
10,CUB,Cuba,CUB.7_1,Holguín,Province
1,MRT,Mauritania,MRT.9_1,Inchiri,Region
1,TCD,Chad,TCD.6_1,Ennedi Ouest,Region
1,SAU,Saudi Arabia,SAU.1_1,`Asir,Region
1,OMN,Oman,OMN.9_1,Dhofar,Province
11,LAO,Laos,LAO.9_1,Oudômxai,Province
11,LAO,Laos,LAO.8_1,Louangphrabang,Province
11,LAO,Laos,LAO.5_1,Houaphan,Province
12,VNM,Vietnam,VNM.30_1,Hoà Bình,Province
13,VNM,Vietnam,VNM.22_1,Hải Dương,Province
14,VNM,Vietnam,VNM.23_1,Hải Phòng,City
7.578947368,MEX,Mexico,MEX.16_1,Michoacán,State
10.11764706,MEX,Mexico,MEX.4_1,Campeche,State
10,CUB,Cuba,CUB.5_1,Granma,Province
11,CUB,Cuba,CUB.15_1,Santiago de Cuba,Province
11.66666667,CUB,Cuba,CUB.6_1,Guantánamo,Province
1,SAU,Saudi Arabia,SAU.2_1,Al Bahah,Region
11,THA,Thailand,THA.11_1,Chiang Rai,Province
11,LAO,Laos,LAO.2_1,Bokeo,Province
12,VNM,Vietnam,VNM.57_1,Thanh Hóa,Province
13,VNM,Vietnam,VNM.42_1,Ninh Bình,Province
14,VNM,Vietnam,VNM.40_1,Nam Định,Province
7.75,MEX,Mexico,MEX.15_1,México,State
0,CYM,Cayman Islands,CYM.2_1,Cayman Brac,District
10,HTI,Haiti,HTI.6_1,Nord-Ouest,Department
10.33333333,HTI,Haiti,HTI.3_1,L'Artibonite,Department
13,HTI,Haiti,HTI.7_1,Nord,Department
10,DOM,Dominican Republic,DOM.17_1,Monte Cristi,Province
11,DOM,Dominican Republic,DOM.21_1,Puerto Plata,Province
1.153846154,TCD,Chad,TCD.5_1,Ennedi Est,Region
1.752380952,SDN,Sudan,SDN.8_1,North Darfur,State
6.871794872,IND,India,IND.32_1,Telangana,State
10,MMR,Myanmar,MMR.5_1,Kayah,State
10,THA,Thailand,THA.10_1,Chiang Mai,Province
10.125,LAO,Laos,LAO.15_1,Xaignabouri,Province
11,LAO,Laos,LAO.18_1,Xiangkhoang,Province
11.66666667,VNM,Vietnam,VNM.41_1,Nghệ An,Province
13.27272727,CHN,China,CHN.9_1,Hainan,Province
7,MEX,Mexico,MEX.8_1,Colima,State
8,MEX,Mexico,MEX.9_1,Distrito Federal,Federal District
8,MEX,Mexico,MEX.29_1,Tlaxcala,State
11,HTI,Haiti,HTI.1_1,Centre,Department
13,DOM,Dominican Republic,DOM.29_1,Santiago Rodríguez,Province
14,DOM,Dominican Republic,DOM.30_1,Santiago,Province
14,DOM,Dominican Republic,DOM.6_1,Duarte,Province
14,DOM,Dominican Republic,DOM.15_1,María Trinidad Sánchez,Province
14,DOM,Dominican Republic,DOM.23_1,Samaná,Province
1.0625,MRT,Mauritania,MRT.11_1,Tagant,Region
1,SAU,Saudi Arabia,SAU.12_1,Najran,Region
9.416666667,MMR,Myanmar,MMR.2_1,Bago,Division
9.166666667,MMR,Myanmar,MMR.6_1,Kayin,State
9.5,THA,Thailand,THA.23_1,Mae Hong Son,Province
10,THA,Thailand,THA.41_1,Phayao,Province
9.666666667,THA,Thailand,THA.32_1,Nan,Province
10,LAO,Laos,LAO.14_1,Vientiane,Province
10.33333333,LAO,Laos,LAO.16_1,Xaisômboun,Special Region|Zone
7.826086957,MEX,Mexico,MEX.12_1,Guerrero,State
8,MEX,Mexico,MEX.17_1,Morelos,State
11,HTI,Haiti,HTI.8_1,Ouest,Department
11,DOM,Dominican Republic,DOM.26_1,San Juan,Province
